,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,scopus
1266,Journal of Autoimmunity,Matrix metalloproteinase-10 is a target of T and B cell responses that correlate with synovial pathology in patients with antibiotic-refractory Lyme arthritis,"[{'name': 'J. Crowley', 'affiliation': 'Massachusetts General Hospital, Boston, United States'}]",10.1016/j.jaut.2016.02.005,2016,31,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0896841116300075,,,1
1267,Nature Communications,Contrasting emergence of Lyme disease across ecosystems,"[{'name': 'A. Mysterud', 'affiliation': 'Universitetet i Oslo, Oslo, Norway'}]",10.1038/ncomms11882,2016,31,Article,,,,,1
1268,Molecular Microbiology,BGA66 and BGA71 facilitate complement resistance of Borrelia bavariensis by inhibiting assembly of the membrane attack complex,"[{'name': 'C. Hammerschmidt', 'affiliation': 'Universitätsklinikum Frankfurt, Frankfurt am Main, Germany'}]",10.1111/mmi.13239,2016,31,Article,,,,,1
1269,PLoS Pathogens,Two Different Virulence-Related Regulatory Pathways in Borrelia burgdorferi Are Directly Affected by Osmotic Fluxes in the Blood Meal of Feeding Ixodes Ticks,"[{'name': 'S. Bontemps-Gallo', 'affiliation': 'National Institutes of Health (NIH), Bethesda, United States'}]",10.1371/journal.ppat.1005791,2016,30,Article,,,,,1
1270,PLoS Neglected Tropical Diseases,Multiple Pathogens Including Potential New Species in Tick Vectors in Côte d’Ivoire,"[{'name': 'C.B. Ehounoud', 'affiliation': 'Unité de Recherche sur les Maladies Infectieuses et Tropicales émergentes, Marseille, France'}]",10.1371/journal.pntd.0004367,2016,30,Article,,,,,1
1271,Microbiology Spectrum,Emerging tick-borne bacterial pathogens,"[{'name': 'T. Kernif', 'affiliation': 'Unité de Recherche sur les Maladies Infectieuses et Tropicales émergentes, Marseille, France'}]",10.1128/microbiolspec.EI10-0012-2016,2016,29,Article,,,,,1
1272,Parasites and Vectors,"Countrywide serological evaluation of canine prevalence for Anaplasma spp., Borrelia burgdorferi (sensu lato), Dirofilaria immitis and Ehrlichia canis in Mexico","[{'name': 'R. Movilla', 'affiliation': 'Universitat Autònoma de Barcelona, Cerdanyola del Valles, Spain'}]",10.1186/s13071-016-1686-z,2016,29,Article,,,,,1
1273,American Journal of Pathology,Cardiac Tropism of Borrelia burgdorferi: An Autopsy Study of Sudden Cardiac Death Associated with Lyme Carditis,"[{'name': 'A. Muehlenbachs', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1016/j.ajpath.2015.12.027,2016,29,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0002944016000997,,,1
1274,PLoS ONE,Evidence for host-genotype associations of Borrelia burgdorferi sensu stricto,"[{'name': 'S. Mechai', 'affiliation': 'University of Montreal, Montreal, Canada'}]",10.1371/journal.pone.0149345,2016,29,Article,,,,,1
1275,BMC Public Health,Decrease in tick bite consultations and stabilization of early Lyme borreliosis in the Netherlands in 2014 after 15 years of continuous increase,"[{'name': 'A. Hofhuis', 'affiliation': 'National Institute for Public Health and the Environment, Bilthoven, Netherlands'}]",10.1186/s12889-016-3105-y,2016,28,Article,,,,,1
1276,PLoS ONE,"RNA-Seq of Borrelia burgdorferi in multiple phases of growth reveals insights into the dynamics of gene expression, transcriptome architecture, and noncoding RNAs","[{'name': 'W. Arnold', 'affiliation': 'University of Kentucky, Lexington, United States'}]",10.1371/journal.pone.0164165,2016,28,Article,,,,,1
1277,Journal of Immunology,CD83 modulates b cell activation and germinal center responses,"[{'name': 'L. Krzyzak', 'affiliation': 'Universitätsklinikum Erlangen, Erlangen, Germany'}]",10.4049/jimmunol.1502163,2016,28,Article,,,,,1
1278,American Journal of Tropical Medicine and Hygiene,Molecular survey of zoonotic agents in rodents and other small mammals in Croatia,"[{'name': 'A. Tadin', 'affiliation': 'University of Zagreb School of Medicine, Zagreb, Croatia'}]",10.4269/ajtmh.15-0517,2016,28,Article,,,,,1
1279,Ticks and Tick-borne Diseases,"Assessing the abundance, seasonal questing activity, and Borrelia and tick-borne encephalitis virus (TBEV) prevalence of Ixodes ricinus ticks in a Lyme borreliosis endemic area in Southwest Finland","[{'name': 'J.J. Sormunen', 'affiliation': 'Turun yliopisto, Turku, Finland'}]",10.1016/j.ttbdis.2015.10.011,2016,28,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X1530025X,,,1
1282,BMC Genomics,Recurrent evolution of host and vector association in bacteria of the Borrelia burgdorferi sensu lato species complex,"[{'name': 'N.S. Becker', 'affiliation': 'Ludwig-Maximilians-Universität München, Munich, Germany'}]",10.1186/s12864-016-3016-4,2016,26,Article,,,,,1
1284,Clinical Infectious Diseases,Long-term Follow-up of Patients with Lyme Disease: Longitudinal Analysis of Clinical and Quality-of-life Measures,"[{'name': 'A.B. Wills', 'affiliation': 'National Institute of Allergy and Infectious Diseases (NIAID), Bethesda, United States'}]",10.1093/cid/ciw189,2016,26,Article,,,,,1
1286,Journal of the American Academy of Dermatology,Expanding the clinicopathological spectrum of late cutaneous Lyme borreliosis (acrodermatitis chronica atrophicans [ACA]): A prospective study of 20 culture- and/or polymerase chain reaction (PCR)-documented cases,"[{'name': 'C. Lenormand', 'affiliation': 'Les Hôpitaux Universitaires de Strasbourg, Strasbourg, France'}]",10.1016/j.jaad.2015.10.046,2016,26,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0190962215024950,,,1
1287,Parasites and Vectors,A divergent spirochete strain isolated from a resident of the southeastern United States was identified by multilocus sequence typing as Borrelia bissettii.,"[{'name': 'M. Golovchenko', 'affiliation': 'Institute of Parasitology, Biology Centre of the Academy of Sciences of the Czech Republic, Ceske Budejovice, Czech Republic'}]",10.1186/s13071-016-1353-4,2016,26,Article,,,,,1
1288,Cell Reports,Biomechanics of Borrelia burgdorferi Vascular Interactions,"[{'name': 'R. Ebady', 'affiliation': 'University of Toronto, Toronto, Canada'}]",10.1016/j.celrep.2016.08.013,2016,25,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S2211124716310592,,,1
1289,Journal of Neuroinflammation,Cerebrospinal fluid cytokines in Lyme neuroborreliosis,"[{'name': 'A. Pietikäinen', 'affiliation': 'Lääketieteellinen Tiedekunta, Turku, Finland'}]",10.1186/s12974-016-0745-x,2016,25,Article,,,,,1
1290,Clinical and Vaccine Immunology,CCL19 as a chemokine risk factor for posttreatment lyme disease syndrome: A prospective clinical cohort study,"[{'name': 'J. Aucott', 'affiliation': 'Johns Hopkins University, Baltimore, United States'}]",10.1128/CVI.00071-16,2016,25,Article,,,,,1
1291,Journal of Infectious Diseases,A borrelia burgdorferi surface-exposed transmembrane protein lacking detectable immune responses supports pathogen persistence and constitutes a vaccine target,"[{'name': 'F. Kung', 'affiliation': 'University of Maryland, College Park, College Park, United States'}]",10.1093/infdis/jiw013,2016,25,Article,,,,,1
1292,Frontiers in Microbiology,A drug combination screen identifies drugs active against amoxicillin-induced round bodies of in vitro Borrelia burgdorferi persisters from an FDA drug library,"[{'name': 'J. Feng', 'affiliation': 'Johns Hopkins Bloomberg School of Public Health, Baltimore, United States'}]",10.3389/fmicb.2016.00743,2016,25,Article,,,,,1
1293,Emerging Infectious Diseases,Uveitis and systemic inflammatory markers in convalescent phase of Ebola virus disease,"[{'name': 'J.R. Chancellor', 'affiliation': 'University of Massachusetts Medical School, Worcester, United States'}]",10.3201/eid2202.151416,2016,25,Article,,,,,1
1294,Proceedings of the National Academy of Sciences of the United States of America,Lyme disease and relapsing fever Borrelia elongate through zones of peptidoglycan synthesis that mark division sites of daughter cells,"[{'name': 'B.L. Jutras', 'affiliation': 'Yale University, New Haven, United States'}]",10.1073/pnas.1610805113,2016,24,Article,,,,,1
1295,Arthritis and Rheumatology,Next-Generation Sequencing Reveals Restriction and Clonotypic Expansion of Treg Cells in Juvenile Idiopathic Arthritis,"[{'name': 'L.A. Henderson', 'affiliation': ""Children's Hospital Boston, Boston, United States""}]",10.1002/art.39606,2016,24,Article,,,,,1
1296,Plastic and Reconstructive Surgery,Bilateral Facial Paralysis: A 13-Year Experience,"[{'name': 'R. Gaudin', 'affiliation': 'Massachusetts Eye and Ear Infirmary, Boston, United States'}]",10.1097/PRS.0000000000002599,2016,24,Article,,,,,1
1297,Vector-Borne and Zoonotic Diseases,"Distribution of Ticks and the Risk of Lyme Disease and Other Tick-Borne Pathogens of Public Health Significance in Ontario, Canada","[{'name': 'K. Clow', 'affiliation': 'Ontario Veterinary College, Guelph, Canada'}]",10.1089/vbz.2015.1890,2016,24,Article,,,,,1
1299,PLoS ONE,"Multiple and Diverse vsp and vlp Sequences in Borrelia miyamotoi, a Hard Tick-Borne Zoonotic Pathogen","[{'name': 'A. Barbour', 'affiliation': 'University of California, Irvine, Irvine, United States'}]",10.1371/journal.pone.0146283,2016,24,Article,,,,,1
1302,Diagnostic Microbiology and Infectious Disease,"Insights into Borrelia miyamotoi infection from an untreated case demonstrating relapsing fever, monocytosis and a positive C6 Lyme serology","[{'name': 'P. Sudhindra', 'affiliation': 'New York Medical College, Valhalla, United States'}]",10.1016/j.diagmicrobio.2016.06.015,2016,23,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0732889316301754,,,1
1303,PLoS ONE,"Whole genome sequence and comparative genomics of the novel lyme borreliosis causing pathogen, Borrelia mayonii","[{'name': 'L. Kingry', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1371/journal.pone.0168994,2016,22,Article,,,,,1
1304,Journal of Medical Entomology,Habitat suitability model for the distribution of Ixodes scapularis (acari: Ixodidae) in Minnesota,"[{'name': 'T.L. Johnson', 'affiliation': 'National Center for Emerging and Zoonotic Infectious Diseases, Atlanta, United States'}]",10.1093/jme/tjw008,2016,22,Article,,,,,1
1305,PLoS Pathogens,Vectors as Epidemiological Sentinels: Patterns of Within-Tick Borrelia burgdorferi Diversity,"[{'name': 'K. Walter', 'affiliation': 'Yale University, New Haven, United States'}]",10.1371/journal.ppat.1005759,2016,22,Article,,,,,1
1306,Infection and Immunity,"HtrA, a temperature- and stationary phase-activated protease involved in maturation of a key microbial virulence determinant, facilitates Borrelia burgdorferi infection in mammalian hosts","[{'name': 'M. Ye', 'affiliation': 'Indiana University School of Medicine, Indianapolis, United States'}]",10.1128/IAI.00360-16,2016,22,Article,,,,,1
1308,Cell Host and Microbe,Functional and Genomic Architecture of Borrelia burgdorferi-Induced Cytokine Responses in Humans,"[{'name': 'M. Oosting', 'affiliation': 'Radboud University Nijmegen Medical Centre, Nijmegen, Netherlands'}]",10.1016/j.chom.2016.10.006,2016,21,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1931312816304322,,,1
1310,Cellular Microbiology,The Borrelia burgdorferi CheY3 response regulator is essential for chemotaxis and completion of its natural infection cycle,"[{'name': 'E. Novak', 'affiliation': 'The Brody School of Medicine, Greenville, United States'}]",10.1111/cmi.12617,2016,21,Article,,,,,1
1312,Journal of Pediatrics,False Positive Lyme Disease IgM Immunoblots in Children,"[{'name': 'P. Lantos', 'affiliation': 'Duke University Medical Center, Durham, United States'}]",10.1016/j.jpeds.2016.04.004,2016,21,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0022347616300361,,,1
1314,Infection and Immunity,Phosphoenolpyruvate phosphotransferase system components modulate gene transcription and virulence of Borrelia burgdorferi,"[{'name': 'B. Khajanchi', 'affiliation': 'National Center for Toxicological Research, Jeffersonville, United States'}]",10.1128/IAI.00917-15,2016,21,Article,,,,,1
1315,Vector-Borne and Zoonotic Diseases,An Ixodes ricinus Tick Salivary Lectin Pathway Inhibitor Protects Borrelia burgdorferi sensu lato from Human Complement,"[{'name': 'A. Wagemakers', 'affiliation': 'Amsterdam UMC - University of Amsterdam, Amsterdam, Netherlands'}]",10.1089/vbz.2015.1901,2016,21,Article,,,,,1
1316,Journal of Differential Equations,A nonlocal spatial model for Lyme disease,"[{'name': 'X. Yu', 'affiliation': ""Memorial University of Newfoundland, St John's, Canada""}]",10.1016/j.jde.2016.03.014,2016,21,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0022039616001194,,,1
1317,Proceedings of the National Academy of Sciences of the United States of America,Impact of El Niño Southern Oscillation on infectious disease hospitalization risk in the United States,"[{'name': 'D.N. Fisman', 'affiliation': 'University of Toronto, Toronto, Canada'}]",10.1073/pnas.1604980113,2016,20,Article,,,,,1
1318,Parasites and Vectors,Heterogeneity in the abundance and distribution of Ixodes ricinus and Borrelia burgdorferi (sensu lato) in Scotland: implications for risk prediction,"[{'name': 'C. Millins', 'affiliation': 'College of Medical, Veterinary &amp; Life Sciences, Glasgow, United Kingdom'}]",10.1186/s13071-016-1875-9,2016,20,Article,,,,,1
1319,Parasites and Vectors,"Nested coevolutionary networks shape the ecological relationships of ticks, hosts, and the Lyme disease bacteria of the Borrelia burgdorferi (s.l.) complex","[{'name': 'A. Estrada-Peña', 'affiliation': 'Universidad de Zaragoza, Zaragoza, Spain'}]",10.1186/s13071-016-1803-z,2016,20,Article,,,,,1
1320,Proceedings of the Royal Society B: Biological Sciences,Invasion of two tick-borne diseases across New England: Harnessing human surveillance data to capture underlying ecological invasion processes,"[{'name': 'K. Walter', 'affiliation': 'Yale University, New Haven, United States'}]",10.1098/rspb.2016.0834,2016,20,Article,,,,,1
1321,"Drug Design, Development and Therapy",Identification of new drug candidates against Borrelia burgdorferi using high-throughput screening,"[{'name': 'V.R. Pothineni', 'affiliation': 'Stanford University School of Medicine, Stanford, United States'}]",10.2147/DDDT.S101486,2016,20,Article,,,,,1
1322,Frontiers in Microbiology,Eradication of biofilm-like microcolony structures of Borrelia burgdorferi by daunomycin and daptomycin but not mitomycin C in combination with doxycycline and cefuroxime,"[{'name': 'J. Feng', 'affiliation': 'Johns Hopkins Bloomberg School of Public Health, Baltimore, United States'}]",10.3389/fmicb.2016.00062,2016,20,Article,,,,,1
1323,Ticks and Tick-borne Diseases,Serological and molecular evidence for spotted fever group Rickettsia and Borrelia burgdorferi sensu lato co-infections in The Netherlands,"[{'name': 'J. Koetsveld', 'affiliation': 'Amsterdam UMC - University of Amsterdam, Amsterdam, Netherlands'}]",10.1016/j.ttbdis.2015.12.010,2016,20,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X15300522,,,1
1324,BMC Infectious Diseases,Dirofilaria repens microfilariae from a human node fine-needle aspirate: A case report,"[{'name': 'L.F. Sulekova', 'affiliation': 'Sapienza Università di Roma, Rome, Italy'}]",10.1186/s12879-016-1582-3,2016,19,Article,,,,,1
1325,Molecular Microbiology,"Spirochetes flagellar collar protein FlbB has astounding effects in orientation of periplasmic flagella, bacterial shape, motility, and assembly of motors in Borrelia burgdorferi","[{'name': 'K. Moon', 'affiliation': 'The Brody School of Medicine, Greenville, United States'}]",10.1111/mmi.13463,2016,19,Article,,,,,1
