,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,crossref
2276,Journal of Systems and Integrative Neuroscience,Lyme and dopaminergic function: Hypothesizing reduced reward deficiency symptomatology by regulating dopamine transmission,"['Kenneth Blum', 'Edward J Modestino', 'Marcelo Febo', 'Bruce Steinberg', 'Thomas McLaughlin', 'Lyle Fried', 'David Baron', 'David Siwicki', 'Rajendra D Badgaiyan']",10.15761/jsin.1000163,2017,6,journal-article,,http://dx.doi.org/10.15761/jsin.1000163,,,1
2277,Experimental and Applied Acarology,Seasonal cycles of the TBE and Lyme borreliosis vector Ixodes ricinus modelled with time-lagged and interval-averaged predictors,"['Katharina Brugger', 'Melanie Walter', 'Lidia Chitimia-Dobler', 'Gerhard Dobler', 'Franz Rubel']",10.1007/s10493-017-0197-8,2017,10,journal-article,,http://dx.doi.org/10.1007/s10493-017-0197-8,http://link.springer.com/content/pdf/10.1007/s10493-017-0197-8.pdf,,1
2278,Ticks and Tick-borne Diseases,Use of a tick-borne disease manual increases accuracy of tick identification among primary care providers in Lyme disease endemic areas,"['Amber D. Butler', 'Meredith L. Carlson', 'Christina A. Nelson']",10.1016/j.ttbdis.2016.11.010,2017,6,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2016.11.010,https://api.elsevier.com/content/article/PII:S1877959X16302357,,1
2279,Médecine et Maladies Infectieuses,"Étude d’incidence de la Borréliose de Lyme en Alsace, l’étude ALSA(CE)TIQUE 2014–2015","['S. Raguet', 'Y. Le Strat', 'Y. Hansmann', 'M. Martinot', 'P. Kieffer', 'S. De martino', 'B. Jaulhac', 'E. Couturier']",10.1016/j.medmal.2017.03.030,2017,0,journal-article,,http://dx.doi.org/10.1016/j.medmal.2017.03.030,https://api.elsevier.com/content/article/PII:S0399077X17301816,,1
2280,Environmental Health Perspectives,Expansion of the Lyme Disease VectorIxodes Scapularisin Canada Inferred from CMIP5 Climate Projections,"['Michelle McPherson', 'Almudena García-García', 'Francisco José Cuesta-Valero', 'Hugo Beltrami', 'Patti Hansen-Ketchum', 'Donna MacDougall', 'Nicholas Hume Ogden']",10.1289/ehp57,2017,31,journal-article,,http://dx.doi.org/10.1289/ehp57,,,1
2281,BMC Infectious Diseases,"Time trend of clinical cases of Lyme disease in two hospitals in Belgium, 2000–2013","['Mathilde De Keukeleire', 'Sophie O. Vanwambeke', 'Benoît Kabamba', 'Leila Belkhir', 'Philippe Pierre', 'Victor Luyasu', 'Annie Robert']",10.1186/s12879-017-2841-7,2017,3,journal-article,,http://dx.doi.org/10.1186/s12879-017-2841-7,http://link.springer.com/content/pdf/10.1186/s12879-017-2841-7.pdf,,1
2282,Remote Sensing,"Analyzing the Potential Risk of Climate Change on Lyme Disease in Eastern Ontario, Canada Using Time Series Remotely Sensed Temperature Data and Tick Population Modelling","['Angela Cheng', 'Dongmei Chen', 'Katherine Woodstock', 'Nicholas Ogden', 'Xiaotian Wu', 'Jianhong Wu']",10.3390/rs9060609,2017,6,journal-article,,http://dx.doi.org/10.3390/rs9060609,http://www.mdpi.com/2072-4292/9/6/609/pdf,,1
2284,Croatian Medical Journal,Successful treatment of fulminant Lyme myocarditis with mechanical circulatory support in a young male adult: a case report,"['Željko Župan', 'Dino Mijatović', 'Igor Medved', 'Snježana Kraljić', 'Jurica Juranić', 'Berislav Barbalić', 'Marin Oštrić']",10.3325/cmj.2017.58.185,2017,3,journal-article,,http://dx.doi.org/10.3325/cmj.2017.58.185,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5410731/,,1
2285,Journal of Community Hospital Internal Medicine Perspectives,Lyme disease presenting with facial palsy and myocarditis mimicking myocardial infarction,"['Julieta Gilson', 'Koroush Khalighi', 'Farhad Elmi', 'Mahesh Krishnamurthy', 'Amirsina Talebian', 'Rubinder S. Toor']",10.1080/20009666.2017.1396170,2017,1,journal-article,,http://dx.doi.org/10.1080/20009666.2017.1396170,https://www.tandfonline.com/doi/pdf/10.1080/20009666.2017.1396170,,1
2286,Vector-Borne and Zoonotic Diseases,Claims-Based Diagnostic Patterns of Patients Evaluated for Lyme Disease and Given Extended Antibiotic Therapy,"['Yi-Ju Tseng', 'Alfred DeMaria', 'Donald A. Goldmann', 'Kenneth D. Mandl']",10.1089/vbz.2016.1991,2017,3,journal-article,,http://dx.doi.org/10.1089/vbz.2016.1991,https://www.liebertpub.com/doi/full-xml/10.1089/vbz.2016.1991,,1
2287,Clinical Infectious Diseases,Evaluation of Modified 2-Tiered Serodiagnostic Testing Algorithms for Early Lyme Disease,"['John A. Branda', 'Klemen Strle', 'Lise E. Nigrovic', 'Paul M. Lantos', 'Timothy J. Lepore', 'Nitin S. Damle', 'Mary Jane Ferraro', 'Allen C. Steere']",10.1093/cid/cix043,2017,59,journal-article,,http://dx.doi.org/10.1093/cid/cix043,http://academic.oup.com/cid/article-pdf/64/8/1074/11120599/cix043.pdf,,1
2288,Clinical Infectious Diseases,Early Disseminated Lyme Disease Causing False-Positive Serology for Primary Epstein-Barr Virus Infection: Report of 2 Cases,"['Adriana J. Pavletic', 'Adriana R. Marques']",10.1093/cid/cix298,2017,5,journal-article,,http://dx.doi.org/10.1093/cid/cix298,http://academic.oup.com/cid/article-pdf/65/2/336/24266389/cix298.pdf,,1
2289,Anais Brasileiros de Dermatologia,Lyme disease in a Brazilian traveler who returned from Germany,"['Lívia Montelo Araújo Jorge', 'Omar Lupi', 'Adriana Rego Hozannah', 'Fred Bernardes Filho']",10.1590/abd1806-4841.20175584,2017,1,journal-article,,http://dx.doi.org/10.1590/abd1806-4841.20175584,http://www.scielo.br/pdf/abd/v92n1/0365-0596-abd-92-01-0148.pdf,,1
2290,Journal of Neuroinflammation,Aprepitant limits in vivo neuroinflammatory responses in a rhesus model of Lyme neuroborreliosis,"['Alejandra N. Martinez', 'Amanda R. Burmeister', 'Geeta Ramesh', 'Lara Doyle-Meyers', 'Ian Marriott', 'Mario T. Philipp']",10.1186/s12974-017-0813-x,2017,8,journal-article,,http://dx.doi.org/10.1186/s12974-017-0813-x,http://link.springer.com/content/pdf/10.1186/s12974-017-0813-x.pdf,,1
2291,Scientific Reports,Identification of Borrelia protein candidates in mouse skin for potential diagnosis of disseminated Lyme borreliosis,"['Antoine Grillon', 'Benoît Westermann', 'Paola Cantero', 'Benoît Jaulhac', 'Maarten J. Voordouw', 'Delphine Kapps', 'Elody Collin', 'Cathy Barthel', 'Laurence Ehret-Sabatier', 'Nathalie Boulanger']",10.1038/s41598-017-16749-9,2017,13,journal-article,,http://dx.doi.org/10.1038/s41598-017-16749-9,http://www.nature.com/articles/s41598-017-16749-9.pdf,,1
2292,Annals of Agricultural and Environmental Medicine,Estimation of cognitive and affective disorders occurrence in patients with Lyme borreliosis,"['Barbara Oczko-Grzesik', 'Lucjan Kępa', 'Monika Puszcz-Matlińska', 'Robert Pudło', 'Anna Żurek', 'Teresa Badura-Głąbik']",10.5604/12321966.1229002,2017,12,journal-article,,http://dx.doi.org/10.5604/12321966.1229002,http://www.journalssystem.com/aaem/pdf-72603-9832?filename=FullText.pdf,,1
2293,Patologiya krovoobrashcheniya i kardiokhirurgiya,Assessment of a diurnal blood pressure profile in patients with acute Lyme borreliosis,"['A. V. Sandugei', 'M. V. Ilyin', 'O. A. Khrustalev', 'N. S. Baranova', 'N. V. Emanuilova', 'O. Yu. Churakov', 'V. V. Neusypin']",10.21688/1681-3472-2017-4-38-49,2017,0,journal-article,"<p><strong>Aim.</strong> The purpose of the study was to investigate the character of changes in daily blood pressure profiles and to evaluate the influence of Borrelia burgdorferi infection on the course of essential hypertension in patients with acute stage of Lyme disease.<br /><strong>Methods.</strong> 37 patients with an acute stage of Lyme disease were examined and broken down in two groups. The first group included 18 patients without essential hypertension. 19 patients with stage II of essential hypertension were included into group II. The group of comparison consisted of 32 patients with stage II of essential hypertension without Lyme disease. 26 healthy volunteers of the control group were comparable in gender and age.<br /><strong>Results.</strong> A significant difference of the average diastolic blood pressure index during night time in patients with acute stage of Lyme disease and essential hypertension 90.0 (68.5–100.0) mm Hg versus the control group 77.0 (65.0–86.0) mm Hg at p = 0.03 was observed. When determining a type of daily blood pressure profile, some features of a blood pressure circadian rhythm were found in all groups of patients. There were ‘Dipper’ (77.7%) and ‘Non-Dipper’ (22.3%) profiles in the group of patients with acute stage of Lyme disease without essential hypertension. No ‘Over-Dipper’ and ‘Night-Peaker’ profiles were recorded in this group. 'Dipper’ (20.0%), ‘Non-Dipper’ (73.4%) and ‘Night-Peaker’ (6.6%) blood pressure profiles were typical for patients with acute stage of Lyme disease and essential hypertension. <br /><strong>Conclusion.</strong> A 22.3% decrease in the number of patients with a ‘Dipper’ blood pressure daily profile and an equal increase in the number of ‘non-dipper’ patients are characteristic of an acute stage of Lyme disease. The number of ‘Non-Dipper’ patients with essential hypertension and acute stage of Lyme disease increases up to 73.4%. Thus, acute Lyme disease and essential hypertension tend to burden the each other’s course.</p><p>Received 10 May 2017. Revised 7 September 2017. Accepted 25 September 2017.</p><p><strong>Funding:</strong> The study did not have sponsorship.</p><p><strong>Conflict of interest:</strong> Authors declare no conflict of interest.</p><p><strong>Author contributions</strong><br />Conception and study design: A.V. Sandugei, M.V. Ilyin, O.A. Khrustalev, N.S. Baranova. <br />Data collection and analysis: A.V. Sandugei, O.A. Khrustalev, N.V. Emanuilova. <br />Statistical data analysis: A.V. Sandugei, N.V. Emanuilova, O.Yu. Churakov.<br />Drafting the article: A.V. Sandugei, N.V. Emanuilova, V.V. Neusypin. <br />Critical revision of the article: A.V. Sandugei, N.V. Emanuilova, V.V. Neusypin.<br />Final approval of the version to be published: A.V. Sandugei, M.V. Ilyin, O.A. Khrustalev, N.S. Baranova, N.V. Emanuilova, O.Yu. Churakov, V.V. Neusypin</p>",http://dx.doi.org/10.21688/1681-3472-2017-4-38-49,http://journalmeshalkin.ru/index.php/heartjournal/article/viewFile/460/443,2888.0,1
2294,Parasites & Vectors,The abundance of the Lyme disease pathogen Borrelia afzelii declines over time in the tick vector Ixodes ricinus,"['Maxime Jacquet', 'Dolores Genné', 'Alessandro Belli', 'Elodie Maluenda', 'Anouk Sarr', 'Maarten J. Voordouw']",10.1186/s13071-017-2187-4,2017,17,journal-article,,http://dx.doi.org/10.1186/s13071-017-2187-4,http://link.springer.com/content/pdf/10.1186/s13071-017-2187-4.pdf,,1
2295,Energy and Buildings,Automated roof window control system to address overheating on renovated houses: Summertime assessment and intercomparison,"['Theofanis Psomas', 'Per Heiselberg', 'Thøger Lyme', 'Karsten Duer']",10.1016/j.enbuild.2016.12.019,2017,12,journal-article,,http://dx.doi.org/10.1016/j.enbuild.2016.12.019,https://api.elsevier.com/content/article/PII:S0378778816317881,,1
2296,Infectious Disease Modelling,Modeling Lyme disease transmission,"['Yijun Lou', 'Jianhong Wu']",10.1016/j.idm.2017.05.002,2017,5,journal-article,,http://dx.doi.org/10.1016/j.idm.2017.05.002,https://api.elsevier.com/content/article/PII:S2468042717300076,,1
2297,Frontiers in Microbiology,There Is a Method to the Madness: Strategies to Study Host Complement Evasion by Lyme Disease and Relapsing Fever Spirochetes,"['Ashley L. Marcinkiewicz', 'Peter Kraiczy', 'Yi-Pin Lin']",10.3389/fmicb.2017.00328,2017,13,journal-article,,http://dx.doi.org/10.3389/fmicb.2017.00328,http://journal.frontiersin.org/article/10.3389/fmicb.2017.00328/full,,1
2298,International Journal of Medical Sciences,"Detection of Lyme Disease Bacterium, Borrelia burgdorferi sensu lato, in Blacklegged Ticks Collected in the Grand River Valley, Ontario, Canada","['John D. Scott', 'Janet E. Foley', 'John F. Anderson', 'Kerry L. Clark', 'Lance A. Durden']",10.7150/ijms.17763,2017,11,journal-article,,http://dx.doi.org/10.7150/ijms.17763,http://www.medsci.org/v14p0150.htm,,1
2299,British Journal of Ophthalmology,Diagnosis of Lyme-associated uveitis: value of serological testing in a tertiary centre,"['Alexia Bernard', 'Laurent Kodjikian', 'Amro Abukhashabh', 'Chantal Roure-Sobas', 'Andre Boibieux', 'Philippe Denis', 'Christiane Broussolle', 'Pascal Seve']",10.1136/bjophthalmol-2017-310251,2017,8,journal-article,"Aims: To determine the frequency and clinical presentation of Lyme disease in patients with uveitis and to assess the value of Methods: Retrospective study on all patients with uveitis who were referred to our tertiary hospital were serologically tested for Lyme in our laboratory between 2003 and 2016. Screening consisted of determining Results: Of the 430 patients with uveitis (60% women, mean age 49 years) fulfilling inclusion criteria, 63 (14.7%) had an ELISA-positive serology, confirmed by immunoblot for 34 patients (7.9%). The diagnosis of Lyme-associated uveitis was finally retained in seven patients (1.6%). These patients reported either a previous exposure including tick bite or forest walks (n=5), symptoms suggestive of Lyme disease (n=5) and resistance to local and/or systemic steroids (n=7). Among the remaining 27 positive patients, 22 had other established aetiologies and 5 other were unclassified. Conclusion: The seroprevalence of",http://dx.doi.org/10.1136/bjophthalmol-2017-310251,https://syndication.highwire.org/content/doi/10.1136/bjophthalmol-2017-310251,957.0,1
